56|Lisa|Dorsalspines(total): 5;Dorsalsoft rays(total): 7-9;Analspines: 3;Analsoft rays: 8 - 9. Diagnosis: body stout, cylindrical in cross-section, slightly compressed; head broad and flattened (Ref. 57400). Well developed adipose eyelid (Ref. 40476, 57400) covering most of pupil (Ref. 57400). Upper lip thin and without papillae (Ref. 57400), with 1-2 outer rows of small, moderately close-set, unicuspid teeth and up to 6 inner rows of smaller, bicuspid teeth (Ref. 81659). Lower lip with outer row of small unicuspid teeth and sometimes 1 or more inner rows of smaller, bicuspid teeth (Ref. 81659). Hind end of upper jaw reaching a vertical line from anterior eye margin; maxillary pad not visible below corner of mouth when closed; origin of 1st dorsal fin nearer to snout tip than to caudal-fin base (Ref. 57400). Anterior parts and bases of 2nd dorsal and anal fins with a moderately dense coverage of scales (Ref. 57400, 81659). Pectoral axillary process (Ref. 57400). 13-15 scale rows between origins of dorsal and pelvic fins (Ref. 57400, 81659). Pelvic fins, anal fin, and lower lobe of caudal fin yellowish in specimens from the tropical Atlantic coast of Africa (Ref. 57400, 81659).|Cosmopolitan in coastal waters of the tropical, subtropical and temperate zones of all seas.  Eastern Pacific:  California, USA to Chile (Ref. 2850).  Western Pacific:  Japan to Australia (Ref. 9812).  Western Indian Ocean:  from India to South Africa (Ref. 4393).   Western Atlantic:  Nova Scotia, Canada to Brazil (Ref. 7251); Cape Cod to southern Gulf of Mexico (Ref. 26938);  absent in the Bahamas and most of West Indies and Caribbean (Ref. 7251, 9761).  Eastern Atlantic:  Bay of Biscay to South Africa, including the Mediterranean Sea and Black Sea (Ref. 7399).  Reported in Sea of Okhotsk (Ref. 50550).|Mugil cephalus|50|100|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/173__02052019_1508.jpg
57|Lorna|Max. length (Robert Eakins, pers. comm., 2003).|South America.|Sciaena deliciosa|46|46|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/174__11042019_1148.jpg
58|Machete|Dorsalspines(total): 0;Analspines: 0;Analsoft rays: 12 - 15. Scutes present along back (before dorsal fin) as well as along belly.  Upper jaw with median notch.  Gill rakers fine and slender, about 130 to 150 in lower limb.  Anal fin short, well behind last dorsal fin ray.  Scales with pectinated hind border.  A dark spot behind gill cover and up to 4 series of vertically oval spots along flank.|Southwest Pacific:  Peru (Puerto Pizarro in Gulf of Guayaquil to Callao and Pisco Bay; presumably to border with Chile, but no records) and Chile (whole coast south to Talcahuano).|Ethmidium maculatum|31|31|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/175__30042019_1635.jpg
59|Merluza peruana|Dorsalspines(total): 1;Dorsalsoft rays(total): 45-54;Analspines: 0;Analsoft rays: 36 - 42;Vertebrae: 49 - 53. Caudal fin margin usually concave.  Color is silvery on back, silvery whitish on belly.  M. gayi gayi and M. gayi peruanus differ by the total number of vertebrae, total number of gill rakers and relative length of head (Ref. 1371).|Southeast Pacific:  off the coast of Chile from Arica to Chiloé Island.|Merluccius gayi peruanus|50|87|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/180__Merluza_Merluccius_gayi_peruanus_12022019_1123.jpg
60|Misho|Inhabits coastal waters, especially along sandy shores and lagoons (Ref. 9118).  Feeds on polychaetes, crustaceans and mollusks (Ref. 9118).  Common in markets (Ref. 9118).|Eastern Pacific:  Mexico to Peru.|Menticirrhus elongatus|35|62|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/191__11042019_1147.jpg
61|Morena de motas blancas|Benthic on sand and mud bottoms (Ref. 9324).  Minimum depth from Ref. 58018.|Eastern Pacific:  Gulf of California to Peru.|Gymnothorax equatorialis|75|75|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1201__Principal_11022019_1555.jpg
62|Paiche|Often referred to as the largest freshwater fish.  Builds a nest of about 15 cm depth and 50 cm width in sandy bottoms.  Spawns in April and May and guards the eggs and the young.  Obligate air breather. The fish rises to the surface of the water and inspires air in a noisy, distinctive gulp, which is reported to carry for long distances (Ref. 50891). Migrates into higher floodplain habitats with rising water and moves back eventually to lacustrine habitats during low water level (Ref. 116898). Threatened due to over harvesting (Ref. 58490).|South America:  Amazon River basin.  International trade restricted (CITES II, since 1.7.75).  The active fishing of this fish has reduced both the population size, and occurrence of large individuals, especially around the populated regions of the Amazon (Ref. 50891).|Arapaima gigas|154|450|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1084__10072019_1344.jpg
63|Pampanito|""|Eastern Central Pacific:  Gulf of California and southern Baja California to Panama.|Peprilus snyderi|30|30|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/410__11042019_1157.jpg
64|Pámpano|Body deep (less so with age) and strongly compressed; mouth small; jaw teeth small, villiform, and only slightly hooked, disappearing with age; lower branch of first gill arch with 8 to 10 gill rakers; dorsal fin with 6 spines followed by another spine and 24 to 27 soft rays (VI+I,  24-27); upper third of body dark; belly white; flanks with golden highlights; no distinctive marks (Ref. 55763).|Eastern Pacific:  Redondo Beach in southern California, USA to Peru, including the Galapagos Islands.|Trachinotus paitensis|30|51|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/196__11042019_1210.jpg
65|Peje blanco|Inhabits rocky and sandy bottoms, near isolated reefs (Ref. 9119).  Mature females are encountered in April and November in the Gulf of California, Mexico and in September in Colombia, Ecuador and the Galapagos Islands (Ref. 9119).  Marketed fresh or frozen and considered of excellent quality for human consumption (Ref. 9119).|Eastern Pacific:  Gulf of California to Peru.|Caulolatilus affinis|45|49|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/201__11042019_1142.jpg
66|Pejerrey|Occurs in schools.  Is mainly diurnal.  Feeds primarily on the eggs of  Engraulis ringens (Ref. 9120).|South America:  Paíta, Peru to Aysén, Chile.|Odontesthes regia|18|18|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/204__30042019_1644.jpg
67|Perela|Needs better reference.  Max. length (Pedro Jimenez Prado, pers. comm., 2001).|Southeast Pacific:  Ecuador and Peru. Needs a better reference.|Paralabrax callaensis|35|35|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/129__11042019_1152.jpg
68|Perico|Dorsalspines(total): 0;Dorsalsoft rays(total): 58-66;Analspines: 0;Analsoft rays: 25 - 31;Vertebrae: 31. This species is distinguished by having the following characters:  mature males with prominent bony crest in front of the head; greatest body depth in adults less than 25% of standard length; tooth patch on tongue small and oval; single dorsal fin extending from above eye almost to caudal fin with 58-66 rays; a concave anal fin extending from anus almost to caudal fin; pectoral fin more than half of head length; lateral-line scales at least 200  (Ref. 9648). Colour of body metallic blue-green on the back (fading to grey with green tinge when dead), sides silver with golden sheen, and 1 row of dark spots or golden blotches running below dorsal fin and 1, 2, or more rows on and below lateral line, some scattered irregularly; dorsal and anal finsblack, the latter with a white edge; pectoral fins pale; caudal fin silvery with a golden sheen; in juveniles, only tips of caudal-fin lobes white, pelvic fins black (Ref. 9648).|Atlantic, Indian and Pacific:  in tropical and subtropical waters. Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).|Coryphaena hippurus|93|210|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/159__03052019_1146.jpg
69|Pez cocodrilo|Needs better reference.|Eastern Central Pacific.|Peristedion barbiger|13|13|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1213__18022019_1209.jpg
70|Pez corneta|Dorsalspines(total): 0;Dorsalsoft rays(total): 17-20;Analspines: 0;Analsoft rays: 16 - 19;Vertebrae: 75 - 76. Rows of spinules in skin easily seen but individual spinules difficult to discern.  Color in life orange to red above, with brownish and black blotches.  Lighter below.  Dorsal and anal fins with orange bases.  Caudal filament dusky (Ref. 9826).  Branchiostegal rays:  5 (Ref. 36710).|Eastern Pacific:  Southern California, Gulf of California and the western coast of Baja California, Mexico to Peru, including many offshore islands.|Fistularia corneta|20|106|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/288__10052019_1615.jpg
71|Pez fraile|Dorsalspines(total): 2;Dorsalsoft rays(total): 33;Analspines: 0;Analsoft rays: 31. Four lateral lines present.  Caudal fin rounded (Ref. 27363).|Southeast Pacific:  Puerto Pizzoro, Peru to the Strait of Magellan.|Aphos porosus|28|28|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/266__Pez_fraile_Aphos_porosus_12022019_0957.jpg
72|Pez fraile luminoso|Inhabits offshore, soft bottom habitats and migrate into shallow reef areas to spawn in late spring and early summer.  Mainly nocturnal.  Stays buried in the sand or other soft substrate during the day.  Rises up the water column at night to feed (Ref. 28023).  Neither opercular nor dorsal glands is venomous (Ref. 57406).|Eastern Pacific:  Gulf of Tehuantepec, Mexico to Bahía de Sechura, Peru, including the Galapagos Islands.|Porichthys margaritatus|17|17|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1205__Pez_fraile_luminoso_Porichthys_margaritatus_12022019_1050.jpg
73|Pez guadaña|Max. length (Johnny Labbe, pers. comm., 2000).|Eastern Pacific:  Bay of Panama to Valparaiso, Chile.|Hoplostethus mento|12|12|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/783__11042019_1139.jpg
74|Pez lagarto|A very common species found on soft bottom (Ref. 9348).|Eastern Pacific:  Cabo San Lucas and Mazatlán, Mexico to Chile (Ref. 9068) and the Galapagos Islands.|Synodus scituliceps|42|42|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/208__Pez_lagarto_Synodus_scituliceps_12022019_0940.jpg
75|Pez loro|Usually solitary.  Constantly swims over rocky reefs, boulder strewn slopes and along walls.  Occurs more commonly in shallow water (Ref. 5227).  Feeds on algae and invertebrates (Ref. 28023).|Eastern Pacific:  Paita, Peru to Antofagasta, Chile, including the Galapagos Islands (Ref. 5530).|Oplegnathus insignis|30|66|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/209__11042019_1213.jpg
76|Pez murciélago de dos ocelos|Dorsalsoft rays(total): 4-6;Analspines: 0;Analsoft rays: 4;Vertebrae: 18 - 19. Branchiostegal rays:  6 (Ref. 36492).  First dorsal spine modified to form a lure called illicium (Ref. 36492).|Eastern Central Pacific:  Point Conception in California, USA to Peru; rare north of Baja California, Mexico.|Zalieutes elater|9|15|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/786__11042019_1140.jpg
77|Pez sable|Dorsalsoft rays(total): 98-110;Analspines: 2;Analsoft rays: 59 - 66;Vertebrae: 105 - 114. Second anal-fin spine plate-like.  Pyloric caeca 20 - 29.  Body uniformly silvery (Ref. 6181).  Pelvic fin very small (Ref. 35388).|Eastern Atlantic:  France and western Mediterranean to Senegal, including Azores, Madeira, the Canary Islands and offshore seamounts; Cape Fria, Namibia to Agulhas Bank, South Africa including northern Walvis Ridge.  Southern Indian Ocean:  seamounts 30 to 35°S.  Southwest Pacific:  Australia (New South Wales to southern West Australia) and New Zealand.  Southeast Pacific:  Peru.  A doubtful record from Cape San Lucas, Mexico.|Lepidopus caudatus|117|210|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/535__18022019_0859.jpg
78|Pez zanahoria|Dorsalspines(total): 3;Dorsalsoft rays(total): 12-14;Analspines: 0;Analsoft rays: 8 - 9;Vertebrae: 19. Branchiostegal rays:  6 (Ref. 36491).|Eastern Pacific:  Santa Catalina Island, southern California, USA to Peru.|Fowlerichthys avalonis|15|33|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/343__11042019_1139.jpg
79|Pichirrata|Dorsalspines(total): 2;Analspines: 0. Snout short, narrow, bluntly pointed; terminal snout scute developed but not conspicuously; suborbital ridge low; underside of snout, most of the suborbital region, and anterior half of mandible without scales; cephalic pores of the lateralis system prominent.  Pyloric caeca 24 to 58.  Body scales densely covered with conical to narrowly lanceolate spinules in short, slightly convergent rows.  Overall color is swarthy, blackish ventrally, with bluish tinge on abdominal region; oral and branchial cavities generally pale with some blackish areas; fins dusky to blackish, first dorsal fin slightly paler basally.|Eastern Pacific:  off Vancouver Island, Canada to southern Peru.|Nezumia stelgidolepis|45|45|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1206__Pichirrata_Nezumia_stelgidolepis_12022019_1141.jpg
80|Pintadilla|Maximum size assumed to be as average for the genus; replace with data asap (RF).|Southeast Pacific:  Paita, Peru to Talcahuano, Chile.|Cheilodactylus variegatus|44|44|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/214__30042019_1703.jpg
81|Princesa|A sharp spine projecting anteriorly from ventral border of urohyal (Ref. 40817).|Eastern Pacific:  Playa del Rey in southern California, USA to Peru.|Hemanthias signifer|42|42|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/451__15022019_1343.jpg
82|Puñal|Body and head slightly compressed; body depth contained 2.9 times in standard length; eyes large, their diameter greater than snout length; inter-orbital space narrow, usually less than half eye diameter; tip of maxilla reaching posterior rim of the eye; third dorsal spine prolonged and straight; pectoral fins with 17 rays; medium sized ctenoid scales; lateral scales fewer 60; body uniformly reddish with small, irregular, brown or olive green spots on the dorsal region (Ref. 55763).|Eastern Pacific:  southern Baja California, Mexico to Peru.|Pontinus furcirhinus|15|27|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/156__11042019_1205.jpg
83|Quimera|This species is distinguished by the following characters:  elongate body with an elongate, broad and paddle-shaped pointed snout extending anterior to head (SNL 47.7% HDL), tapering to a slender tail; the junction of supraorbital and infraorbital canals on ventral side of snout is closer to the tip of the snout than to the nasal canal; ONC/TIO is greater than 1.4 (ONC/TIO= 1.64); TIO/SWF is less than 1.5 (TIO/SWF= 1.47); TIO/LNC is less than 3.0 (TIO/LNC= 2.75); tooth-plates are nearly smooth; eyes are relatively small (EYL 6.4% BDL), distinctly behind level of mouth; the first and second dorsal fins are separated by a relatively long interdorsal space (IDS 23.6% BDL) and not connected by a web of skin; caudal-fin axis weakly raised with the fin asymmetrical, the epaxial caudal-fin lobe narrower than hypaxial lobe; dorsal caudal tubercles 25; caudal filament vestigial; coloration uniformly dark brown across entire body, except the oronasal region which is abruptly paler than the body (Ref. 97389).|Southeast Atlantic:  southern Africa and Mozambique Channel.  Pacific Ocean:  Japan (off Hokkaido and northern Honshu) to the east China Sea, including Taiwan; Costa Rica and Peru.|Rhinochimaera africana|81|81|https://biodiversidadacuatica.imarpe.gob.pe/Content/uploads/minifichas/PEZ.png
87|Raya espinosa de cola corta|Oviparous (Ref. 50449).  Eggs have horn-like projections on the shell (Ref. 205).  Max. length (Johnny Labbe, pers. comm., 2000).|Southeast Pacific:  Ecuador to central Chile.  Two specimens have been recorded from Uruguay but these may be in error.|Sympterygia brevicaudata|38|38|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/251__05082021_1441.jpg
88|Raya mariposa|Inhabits warm-temperate to tropical shallow bays and beaches (Ref. 2850).  Feeds on crustaceans and small fishes (Ref. 37955).  Ovoviviparous (Ref. 50449).  Has a small venom apparatus which has limited use as a defense organ (Ref. 37955).  Maximum length reported to reach 150 cm (Ref. 37955).|Eastern Pacific:  California, USA to Peru.|Gymnura marmorata|95|100|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/222__11042019_1207.jpg
89|Samasa|Dorsalspines(total): 0;Analspines: 0;Analsoft rays: 20 - 25. Fairly elongate.  Snout long, about 3/4 eye diameter or more; maxilla long, tip pointed, reaching almost to gill opening; gill cover canals of panamensis-type; pseudobranch longer than eye diameter, with 30 or more filaments, extending onto inner face of operculum.  Anal fin origin under or just behind base of last dorsal fin ray.  Silver stripe along flank about eye diameter.|Eastern Pacific:  San Juanico Bay, northern Gulf of California southward to Callao, Peru and perhaps further south.  The record from Santa Margarita Island on the Pacific coast of Baja California, Mexico is based solely on the now lost type of Stolephorus cultratus.|Anchoa nasus|8|17|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/228__30042019_1656.jpg
90|San Pedro rojo|Adults inhabit sandy and muddy bottoms near the coast and in deep waters as well (Ref. 9322).|Eastern Pacific:  Baja California, Mexico to Chile; one specimen was caught at the artificially warm outfall at the San Onofre (southern California, USA) nuclear power plant.|Pseudupeneus grandisquamis|30|30|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/230__11042019_1213.jpg
91|Sardina|Dorsalspines(total): 0;Dorsalsoft rays(total): 13-21;Analspines: 0;Analsoft rays: 12 - 23;Vertebrae: 48 - 54. Body cylindrical and elongate; ventral part of operculum with clear cut bony striae radiating downwards; belly rounded with ventral scutes; back blue green; flanks white, with 1 to 3 series of dark spots along the middle (Ref. 55763).  The radiating bony striae on the operculum distinguish this species from all other clupeids in the area.  The radiating bony striae on the operculum distinguish this fish from all other clupeids in the area.  In New Zealand the species appears to grow larger (21.3 cm standard length; cf. 19.7 cm), has slightly larger eggs and a higher mean number of vertebrae (50.52; cf. 49 to 50.08 in various samples) (Ref. 859).|Indo-Pacific:  southern Africa to eastern Pacific (Ref. 27267).  Three lineages were confirmed through cluster and parsimony analyses of haplotypic divergences:  southern Africa (ocellatus) and Australia (neopilchardus); Chile (sagax) and California (caeruleus); and, Japan (melanostictus) (Ref. 36641).|Sardinops sagax sagax|20|39|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/231__02052019_1516.jpg
92|Semáforo|A shy nocturnal fish that prefers the deeper water around islands.  It may be found with squirrelfishes and cardinalfishes but tends to range deeper than they do (76 m).  Known to occur at depths of less than 5 to over 100 m in rocky habitats (Ref. 5403).|Eastern Pacific:  Monterey Bay in California, USA along continental shelf to Peru, including Revillagigedo, Cocos and the Galapagos Islands.|Pristigenys serrula|20|34|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/462__30042019_1712.jpg
93|Tamboreta|Dorsalspines(total): 3;Dorsalsoft rays(total): 7-8;Analspines: 0;Analsoft rays: 6 - 7;Vertebrae: 19. Branchiostegal rays:  6 (Ref. 36490).|Eastern Pacific:  California, USA (Ref. 9538) to Chile (Ref. 9068).|Lophiodes spilurus|20|30|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/787__11042019_1141.jpg
94|Tapadera|Found on soft bottoms of shallow water (Ref. 9265).  Feeds mainly on small crustaceans, mollusks, polychaete worms and fishes (Ref. 37955).|Eastern Pacific:  Gulf of California to Peru and Chile.|Urotrygon chilensis|35|41|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/795__08092021_2248.jpg
95|Tiburón azul|Dorsalspines(total): 0;Dorsalsoft rays(total): 0;Analspines: 0;Analsoft rays: 0. A slim, graceful blue shark with a long, conical snout, large eyes, and curved triangular upper teeth with saw edges; pectorals long and narrow; no interdorsal ridge (Ref. 5578).  Dark blue dorsally, bright blue on the sides, white ventrally (Ref. 5578).  Tips of pectoral fins and anal fin dusky (Ref. 9997). The first case of diprosopus tetrophthalmus (cranofacial duplication) in a foetus of this species was reported from South Atlantic (Ref. 119190).|Circumglobal in temperate and tropical waters.  Western Atlantic:  Newfoundland, Canada to Argentina.  Central Atlantic.  Eastern Atlantic:  Norway to South Africa, including the Mediterranean.  Indo-West Pacific:  East Africa to Indonesia, Japan, Australia, New Caledonia, and New Zealand.  Eastern Pacific:  Gulf of Alaska to Chile.  Probably the widest ranging chondrichthyian.  Highly migratory species, Annex I of the 1982 Convention on the Law of the Sea (Ref. 26139).|Prionace glauca|221|400|https://biodiversidadacuatica.imarpe.gob.pe/Content/uploads/minifichas/PEZ.png
96|Tiburón diamante|Dorsalspines(total): 0;Dorsalsoft rays(total): 0;Analspines: 0;Analsoft rays: 0. A large, spindle-shaped shark with large black eyes, a sharp snout, and large, narrow, hooked teeth with smooth edges (Ref. 5578).  Caudal fin lunate, lower lobe strongly developed (Ref. 13574).  Dark blue above, white below (Ref. 6581).  Tiny second dorsal and anal fins (Ref. 26938).|Cosmopolitan in temperate and tropical seas (Ref. 6871, 11230).  Western Atlantic:  Gulf of Maine to southern Brazil and Argentina (Ref. 58839), including the Gulf of Mexico and Caribbean.  Eastern Atlantic:  Norway to South Africa, including the Mediterranean.  Indo-Pacific:  East Africa to Hawaii, north to Primorskiy Kray (Russian Federation), south to Australia and New Zealand.  Eastern Pacific:  south of Aleutian Islands and from southern California, USA to Chile.|Isurus oxyrinchus|270|445|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/240__10052019_1539.jpg
97|Tiburón espinoso|Dorsalspines(total): 0;Dorsalsoft rays(total): 0;Analspines: 0;Analsoft rays: 0;Vertebrae: 89. The prickly shark Echinorhinus cookei has thorn-like denticles on body which are moderately large (single denticles up to about 4mm in basal diameter in adults), numerous, regularly distributed, with scalloped basal margins, and never fused into compound plates.  Grayish brown in color, with black distal fin margins; white around mouth and on ventral surface of snout.  Tooth count 21-23/20-22.  Total vertebrae 89; precaudal 59.  As with the other member of the family Echinorhinidae, it has a relatively short snout and stout body; two small spineless dorsal fins, close together, towards posterior part of body and originating behind pelvic fin origin.  No anal fin and subterminal notch on caudal fin.  Small spiracles, very short labial furrows and teeth on both jaws alike, with a central oblique bladelike cusps with up to 3 cusplets on each side (absent in juveniles) (Ref. 247, 6871).|Western Pacific:  Japan (Ref. 6871), Taiwan, Palau, Australia (Ref. 6871) and New Zealand.  Eastern Pacific:  Hawaii, USA, Gulf of California, and from Costa Rica to Peru and Chile (Ref. 13564).  Also reported in Nicaragua (Ref. 13613).|Echinorhinus cookei|300|400|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/366__19022019_1454.jpg
98|Tiburón martillo|Dorsalspines(total): 0;Dorsalsoft rays(total): 0;Analspines: 0;Analsoft rays: 0. A large hammerhead without a notch at the center of the curved headhead (Ref. 58085); but with prominent lateral indentations; prenarial grooves well-developed; snout short, 1/5 to less than a third of head width; mouth broadly arched (Ref. 114967); the first dorsal fin is moderately high, te second dorsal and pelvic fins are low. Colour olive-grey or dark grey above, white belowm, and the undersides of the pectoral fin tips dusky (Ref. 58085),|Widespread in temperate and tropical seas (Ref. 13562).  Western Atlantic:  Canada to the Virgin Islands; Brazil to Argentina.  Eastern Atlantic:  British Isles to Côte d'Ivoire, including the Mediterranean.  Indo-Pacific:  South Africa to Sri Lanka; southern Siberia to Viet Nam (Ref. 13562); southern Australia, New Zealand, and Hawaii (Ref. 13562).  Eastern Pacific:  northern California, USA to Chile.|Sphyrna zygaena|335|500|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/241__19022019_1403.jpg
99|Tiburón renacuajo|Found on the upper continental slope and outermost shelf.  The expanded branchial region of this shark suggests that they are adapted to bottom areas with low dissolved oxygen levels.  With little information available, reproductive mode could either be ovoviviparous (Ref. 244, 53776) or oviparous, paired eggs are laid (Ref. 50449).|Eastern Central Pacific:  southern Baja California, Mexico and Gulf of California.  Cephalurus specimens from Panama, Peru and Chile differ from Cephalurus cephalus and may represent one or more new species.|Cephalurus cephalus|24|28|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/1215__18022019_1502.jpg
100|Tollo común|An offshore bottom-dwelling shark found on the continental shelf.  Prefers rocky bottom around islands.  Feeds on crabs, mantis shrimp, and small bony fishes.  Viviparous, with 5 to 10 young per litter.  Size at birth about 25 cm.|Southeast Pacific:  Ecuador  to southern Chile.|Mustelus whitneyi|87|87|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/245__19022019_1417.jpg
101|Torpedo|Lives on the continental shelf, usually in very shallow waters.  Feeds on invertebrates and benthic fishes.  Ovoviviparous (Ref. 50449).  Maturity size of males usually at ca. 40 cm TL (Ref. 114953). The electric organs can produce a discharge of about 45 volts, depending on the size of the animal.  The discharge is used to stun prey and as defense against predators.|Eastern Pacific:  Costa Rica (Ref. 9264) and Chile (Ref. 9068).|Tetronarce tremens|90|90|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/237__11042019_1209.jpg
102|Trigla|""|Eastern Pacific:  Baja California to San Lorenzo Island, Callao, Peru.|Bellator gymnostethus|12|15|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/793__11042019_1206.jpg
103|Unicornio|Dorsalspines(total): 2;Dorsalsoft rays(total): 45-52;Analspines: 0;Analsoft rays: 47 - 53. Rudimentary pelvic spine disappears in large specimen (Ref. 36453).  Snout convex in adults (Ref. 1602).  Sandy to grey with small brown spots above; soft dorsal and anal fins pale yellowish to brownish; caudal membrane blackish brown (Ref. 4421).|Circumtropical.  Western Atlantic:  Massachusetts, USA to Argentina (Ref. 36453).  Eastern Atlantic:  west coast of tropical Africa (Ref. 3592).  Eastern Pacific:  Guatemala to Chile (Ref. 9068); probably in Mexico (Ref. 9318).  Western Indian Ocean:  Mozambique and South Africa (Ref. 4421).  Recently recorded from Reunion (Ref. 53568).|Aluterus monoceros|40|76|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/273__11042019_1207.jpg
104|Vinciguerria|Dorsalspines(total): 0;Dorsalsoft rays(total): 13-16;Analspines: 0;Analsoft rays: 13 - 17;Vertebrae: 39 - 43. Branchiostegal rays:  12.|Western Central Pacific:  Papua New Guinea.  Eastern Pacific:  throughout the California Current region, usually south of Point Conception and seaward of shelf (Ref. 35839); also in Chile (Ref. 9068).|Vinciguerria lucetia|4|8|https://biodiversidadacuatica.imarpe.gob.pe/ImagenEspecies/Catalogo/320__30042019_1707.jpg
